run_name,task_id,episode_idx,infer_id,route_type,accepted_prefix_len,chunk_exec_len,policy_time_ms,serve_time_ms,client_roundtrip_ms,sample_actions_ms
stage4_libero_goal_task0_seed7_n10,0,4,8,draft,12,12,10.623520000081044,10.752971007605083,11.804402005509473,8.094224001979455
stage4_libero_goal_task0_seed7_n10,0,4,9,draft,12,12,10.605628995108418,10.78846200107364,12.044474002323113,8.08938300178852
stage4_libero_goal_task0_seed7_n10,0,5,0,full,12,12,35.53903599822661,35.650495992740616,37.10117300215643,33.11795099580195
stage4_libero_goal_task0_seed7_n10,0,5,1,draft,12,12,11.018252997018863,11.19145499978913,12.40714800223941,8.191193999664392
stage4_libero_goal_task0_seed7_n10,0,5,2,draft,12,12,10.659650004527066,10.788432002300397,11.973212996963412,8.077952996245585
stage4_libero_goal_task0_seed7_n10,0,5,3,draft,12,12,10.458998003741726,10.581839000224136,11.67818000249099,8.062062996032182
stage4_libero_goal_task0_seed7_n10,0,5,4,draft,12,12,10.382767002738547,10.510558007808868,11.618989999988116,8.065914000326302
stage4_libero_goal_task0_seed7_n10,0,5,5,draft,12,12,10.607279000396375,10.728351000580005,11.839662998681888,8.08854400384007
stage4_libero_goal_task0_seed7_n10,0,5,6,draft,12,12,10.6349399939063,10.769071988761425,12.139505000959616,8.063683002546895
stage4_libero_goal_task0_seed7_n10,0,5,7,draft,12,12,10.58250899950508,10.704371001338586,12.008373007120099,8.069802999671083
stage4_libero_goal_task0_seed7_n10,0,5,8,draft,12,12,10.612939004204236,10.740850011643488,11.924252998142038,8.064203000685666
stage4_libero_goal_task0_seed7_n10,0,5,9,draft,12,12,10.144094005227089,10.265976001392119,11.490799006423913,8.09446399944136
stage4_libero_goal_task0_seed7_n10,0,5,10,draft,12,12,10.402127998531796,10.52932799939299,11.552208998182323,8.08292299916502
stage4_libero_goal_task0_seed7_n10,0,5,11,draft,12,12,10.368645998823922,10.491846995137166,11.571219998586457,8.07841400092002
stage4_libero_goal_task0_seed7_n10,0,5,12,draft,12,12,10.58166899747448,10.710869995818939,11.791381002694834,8.064082998316735
stage4_libero_goal_task0_seed7_n10,0,5,13,draft,12,12,10.74059099482838,10.861651986488141,11.90489199507283,8.052842997130938
stage4_libero_goal_task0_seed7_n10,0,5,14,draft,12,12,10.560438997345045,10.689939990697894,11.780002001614776,8.078473001660313
stage4_libero_goal_task0_seed7_n10,0,5,15,draft,12,12,10.839770999155007,10.969322996970732,12.024174000544008,8.170454995706677
stage4_libero_goal_task0_seed7_n10,0,5,16,draft,5,5,10.720120997575577,10.852611994778272,11.868982997839339,8.07531300233677
stage4_libero_goal_task0_seed7_n10,0,5,17,draft,12,12,10.656119993655011,10.777670991956256,11.845801993331406,8.104422995529603
stage4_libero_goal_task0_seed7_n10,0,5,18,draft,11,11,10.597179003525525,10.729180001362693,11.786681003286503,8.060883003054187
stage4_libero_goal_task0_seed7_n10,0,5,19,draft,11,11,10.620758999721147,10.743031001766212,11.766510993766133,8.068124006967992
stage4_libero_goal_task0_seed7_n10,0,5,20,full,12,12,36.03598100016825,36.168693004583474,37.204802996711805,33.53456599870697
stage4_libero_goal_task0_seed7_n10,0,5,21,draft,0,0,10.783432000607718,10.907052994298283,11.856893004733138,8.206484002585057
stage4_libero_goal_task0_seed7_n10,0,5,22,full,12,12,34.922360006021336,35.02814099920215,35.8315190023859,32.9135190040688
stage4_libero_goal_task0_seed7_n10,0,5,23,draft,0,0,10.721899998316076,10.90274299349403,12.166945001808926,8.170444001734722
stage4_libero_goal_task0_seed7_n10,0,5,24,full,12,12,35.57116700540064,35.68034800264286,36.5089069964597,33.477745004347526
stage4_libero_goal_task0_seed7_n10,0,5,25,draft,2,2,12.680871004704386,12.806232007278595,13.868002999515738,9.573339004418813
stage4_libero_goal_task0_seed7_n10,0,5,26,full,12,12,36.10391200345475,36.233733997505624,37.47054599807598,33.46148499986157
stage4_libero_goal_task0_seed7_n10,0,5,27,draft,0,0,10.907953001151327,11.037103999115061,12.080924992915243,8.327315998030826
stage4_libero_goal_task0_seed7_n10,0,5,28,full,12,12,35.6274870064226,35.7213390088873,36.56793700065464,33.55002599710133
stage4_libero_goal_task0_seed7_n10,0,5,29,draft,0,0,10.688110000046436,10.818041999300476,11.796111997682601,8.168833999661729
stage4_libero_goal_task0_seed7_n10,0,5,30,full,12,12,35.874909997801296,35.96877099334961,36.739228999067564,33.52335499948822
stage4_libero_goal_task0_seed7_n10,0,6,0,full,12,12,35.69223800150212,35.86797000025399,37.52847699797712,33.04154100624146
stage4_libero_goal_task0_seed7_n10,0,6,1,draft,12,12,10.991753995767795,11.11996499093948,12.294327003473882,8.209444000385702
stage4_libero_goal_task0_seed7_n10,0,6,2,draft,12,12,10.687529997085221,10.815281995746773,11.995983004453592,8.130953996442258
stage4_libero_goal_task0_seed7_n10,0,6,3,draft,12,12,10.642130000633188,10.77145099407062,11.779632004618179,8.081603002210613
stage4_libero_goal_task0_seed7_n10,0,6,4,draft,12,12,10.612109996145591,10.744760991656221,11.852492003527004,8.05319299979601
stage4_libero_goal_task0_seed7_n10,0,6,5,draft,12,12,10.735430994827766,10.911432997090742,12.00811399758095,8.15736399817979
stage4_libero_goal_task0_seed7_n10,0,6,6,draft,12,12,11.063133999414276,11.185864997969475,12.40862800477771,8.09018399741035
stage4_libero_goal_task0_seed7_n10,0,6,7,draft,12,12,10.74707999941893,10.878581997531,12.621850000869017,8.07915400218917
stage4_libero_goal_task0_seed7_n10,0,6,8,draft,12,12,10.522869000851642,10.644660003890749,11.784442001953721,8.093173993984237
stage4_libero_goal_task0_seed7_n10,0,7,0,full,12,12,42.778710994753055,42.87887299869908,44.782332006434444,32.76768799696583
stage4_libero_goal_task0_seed7_n10,0,7,1,draft,12,12,9.149903999059461,9.258365993446205,10.34711700049229,7.702870003413409
stage4_libero_goal_task0_seed7_n10,0,7,2,draft,12,12,10.230706000584178,10.350866003136616,11.51723899965873,7.930831998237409
stage4_libero_goal_task0_seed7_n10,0,7,3,draft,12,12,10.624908994941507,10.747300992079545,11.721079994458705,8.13234400266083
stage4_libero_goal_task0_seed7_n10,0,7,4,draft,12,12,10.518419003346935,10.64781000604853,12.060543995175976,8.055953003349714
stage4_libero_goal_task0_seed7_n10,0,7,5,draft,12,12,17.47350000368897,17.63192200451158,18.86522499989951,14.537889997882303
stage4_libero_goal_task0_seed7_n10,0,7,6,draft,12,12,12.400238003465347,12.555500004964415,13.829313000314869,8.267774996056687
stage4_libero_goal_task0_seed7_n10,0,7,7,draft,12,12,10.90692299476359,11.039253993658349,12.234376001288183,8.329355994646903
stage4_libero_goal_task0_seed7_n10,0,7,8,draft,12,12,10.665590001735836,10.793691995786503,12.250476000190247,8.05839299573563
stage4_libero_goal_task0_seed7_n10,0,7,9,draft,12,12,10.642128996551037,10.786539998662192,11.897552998561878,8.062433000304736
stage4_libero_goal_task0_seed7_n10,0,8,0,full,12,12,34.71973800333217,34.81423899938818,36.434705994906835,32.67877699545352
stage4_libero_goal_task0_seed7_n10,0,8,1,draft,12,12,9.464627997658681,9.546357992803678,10.403997002867982,7.692589999351185
stage4_libero_goal_task0_seed7_n10,0,8,2,draft,12,12,10.224564997770358,10.352565994253382,11.488078998809215,7.857030999730341
stage4_libero_goal_task0_seed7_n10,0,8,3,draft,12,12,10.78879099804908,10.911342993495055,12.408768001478165,8.091543000773527
stage4_libero_goal_task0_seed7_n10,0,8,4,draft,12,12,10.69547000224702,10.82631199824391,11.796062004577834,8.108952999464236
stage4_libero_goal_task0_seed7_n10,0,8,5,draft,12,12,10.895213003095705,11.020133999409154,12.382818000332918,8.112133997201454
stage4_libero_goal_task0_seed7_n10,0,8,6,draft,12,12,10.691950003092643,10.821541996847373,11.96622299903538,8.074673998635262
stage4_libero_goal_task0_seed7_n10,0,8,7,draft,12,12,10.732971000834368,10.855291999178007,12.246987003891263,8.071303003816865
stage4_libero_goal_task0_seed7_n10,0,8,8,draft,12,12,10.860482005227823,10.991303010086995,12.235955997311976,8.09281400142936
stage4_libero_goal_task0_seed7_n10,0,8,9,draft,12,12,10.621708999678958,10.745110994321294,12.08542500535259,8.095523000520188
stage4_libero_goal_task0_seed7_n10,0,9,0,full,12,12,36.80282900313614,36.95353100192733,39.390265999827534,33.521106000989676
stage4_libero_goal_task0_seed7_n10,0,9,1,draft,12,12,10.793270994327031,10.917101993982214,12.620959998457693,8.174324997526128
stage4_libero_goal_task0_seed7_n10,0,9,2,draft,12,12,10.832492000190541,10.962473003019113,12.042203998134937,8.125683998514432
stage4_libero_goal_task0_seed7_n10,0,9,3,draft,12,12,10.664000001270324,10.787341998366173,11.929123000300024,8.083144006377552
stage4_libero_goal_task0_seed7_n10,0,9,4,draft,12,12,10.709931004384998,10.840312010259368,11.985903001914266,8.077423000941053
stage4_libero_goal_task0_seed7_n10,0,9,5,draft,12,12,10.64018900069641,10.82715200027451,12.026363998302259,8.077672995568719
stage4_libero_goal_task0_seed7_n10,0,9,6,draft,12,12,10.605690004013013,10.734991003118921,11.865321997902356,8.099924001726322
stage4_libero_goal_task0_seed7_n10,0,9,7,draft,12,12,10.525568999582902,10.650010000972543,11.913002999790478,8.107223999104463
stage4_libero_goal_task0_seed7_n10,0,9,8,draft,12,12,10.845261000213213,10.976072000630666,12.226785998791456,8.076833000814077
stage4_libero_goal_task0_seed7_n10,0,9,9,draft,12,12,10.830291997990571,11.079614007030614,12.311386999499518,8.09164399834117
stage4_libero_goal_task1_seed7_n10,1,0,0,full,12,12,26922.240733001672,26922.38827500114,26923.978320999595,26919.324863003567
stage4_libero_goal_task1_seed7_n10,1,0,1,draft,12,12,2869.554449003772,2870.2035149981384,2871.531059994595,2867.034792994673
stage4_libero_goal_task1_seed7_n10,1,0,2,draft,12,12,9.62492899998324,9.809320996282622,11.114373999589588,7.6847489981446415
stage4_libero_goal_task1_seed7_n10,1,0,3,draft,0,0,9.565168002154678,9.862701001111418,11.903512000571936,7.732600002782419
stage4_libero_goal_task1_seed7_n10,1,0,4,full,12,12,34.55927599861752,34.761448005156126,35.72723899560515,33.246193001104984
stage4_libero_goal_task1_seed7_n10,1,0,5,draft,12,12,9.507028000371065,9.592859001713805,10.476278999703936,7.671829000173602
stage4_libero_goal_task1_seed7_n10,1,0,6,draft,12,12,10.095133999129757,10.196155002631713,11.822542001027614,7.866601001296658
stage4_libero_goal_task1_seed7_n10,1,0,7,draft,12,12,10.78179099567933,10.902891990554053,12.258957001904491,8.1188639960601
stage4_libero_goal_task1_seed7_n10,1,1,0,full,12,12,47.53939099464333,47.71064398664748,49.42760099947918,45.14200699486537
stage4_libero_goal_task1_seed7_n10,1,1,1,draft,12,12,10.775101000035647,10.897852989728563,11.972282998613082,8.166935003828257
stage4_libero_goal_task1_seed7_n10,1,1,2,draft,0,0,10.799632000271231,10.92278299620375,11.948924002354033,8.149313995090779
stage4_libero_goal_task1_seed7_n10,1,1,3,full,12,12,35.32921499572694,35.4199759894982,36.198574998707045,33.284894001553766
stage4_libero_goal_task1_seed7_n10,1,1,4,draft,12,12,10.799971001688391,10.921833003521897,12.040284003887791,8.174164999218192
stage4_libero_goal_task1_seed7_n10,1,1,5,draft,12,12,10.6908499947167,10.814271990966517,12.066844996297732,8.06172400189098
stage4_libero_goal_task1_seed7_n10,1,1,6,draft,0,0,10.513399000046775,10.689390997868031,11.923603000468574,8.03711299522547
stage4_libero_goal_task1_seed7_n10,1,1,7,full,12,12,34.86636000161525,34.9621719942661,35.74831999867456,32.75269900041167
stage4_libero_goal_task1_seed7_n10,1,1,8,draft,0,0,10.851301994989626,10.975163997500204,12.04527400113875,8.16569499875186
stage4_libero_goal_task1_seed7_n10,1,1,9,full,12,12,35.28788399853511,35.3768559944001,36.14661400206387,33.363515001838095
stage4_libero_goal_task1_seed7_n10,1,1,10,draft,0,0,10.662050000973977,10.783020996314008,12.3034669959452,8.155364004778676
stage4_libero_goal_task1_seed7_n10,1,1,11,full,12,12,35.30163499817718,35.40114599309163,36.2248349993024,33.432224998250604
stage4_libero_goal_task1_seed7_n10,1,1,12,draft,0,0,10.525478995987214,10.650390002410859,11.868023000715766,8.135214004141744
stage4_libero_goal_task1_seed7_n10,1,1,13,full,12,12,35.295235000376124,35.385676004807465,36.12107400113018,33.38596499816049
stage4_libero_goal_task1_seed7_n10,1,1,14,draft,12,12,10.56519900157582,10.689720998925623,11.85587199870497,8.134573996358085
stage4_libero_goal_task1_seed7_n10,1,1,15,draft,0,0,10.293756000464782,10.415346994705033,11.438889006967656,8.069942996371537
stage4_libero_goal_task1_seed7_n10,1,1,16,full,12,12,34.79107000021031,34.88770999683766,35.675778999575414,33.13941299711587
stage4_libero_goal_task1_seed7_n10,1,1,17,draft,0,0,10.522317999857478,10.645919996022712,11.641019998933189,8.20044399733888
stage4_libero_goal_task1_seed7_n10,1,1,18,full,12,12,35.19243399932748,35.28327499952866,36.07161300169537,33.454866003012285
stage4_libero_goal_task1_seed7_n10,1,1,19,draft,0,0,10.74580099520972,10.869961988646537,11.870963004184887,8.207575003325474
stage4_libero_goal_task1_seed7_n10,1,1,20,full,12,12,35.225165003794245,35.33805500774179,36.08916300436249,33.30955399724189
stage4_libero_goal_task1_seed7_n10,1,1,21,draft,0,0,10.773392001283355,10.896963001869153,11.861122002301272,8.17894499778049
stage4_libero_goal_task1_seed7_n10,1,1,22,full,12,12,35.08151300047757,35.170993993233424,35.96651200496126,33.173372998135164
stage4_libero_goal_task1_seed7_n10,1,1,23,draft,0,0,10.724291001679376,10.89931299793534,12.235326001245994,8.123403997160494
stage4_libero_goal_task1_seed7_n10,1,1,24,full,12,12,35.03101199748926,35.122832996421494,35.92822200153023,32.917530996201094
stage4_libero_goal_task1_seed7_n10,1,1,25,draft,0,0,24.666944998898543,24.777755999821238,25.85277699836297,8.150474997819401
stage4_libero_goal_task1_seed7_n10,1,1,26,full,12,12,35.001341995666735,35.10464300052263,35.940282003139146,33.16147199802799
stage4_libero_goal_task1_seed7_n10,1,1,27,draft,0,0,10.204794998571742,10.320547000446822,11.441787995863706,7.9059720010263845
stage4_libero_goal_task1_seed7_n10,1,1,28,full,12,12,35.28184500464704,35.372455007745884,36.189344005833846,33.307904996036086
stage4_libero_goal_task1_seed7_n10,1,1,29,draft,12,12,10.080134001327679,10.18317600392038,11.23878599901218,7.911142005468719
stage4_libero_goal_task1_seed7_n10,1,1,30,draft,0,0,10.439218000101391,10.5488989938749,11.685491001117043,8.08989299548557
stage4_libero_goal_task1_seed7_n10,1,1,31,full,12,12,34.80699999636272,34.91796099115163,35.70672999921953,32.83460999955423
stage4_libero_goal_task1_seed7_n10,1,1,32,draft,0,0,10.753552000096533,10.93490300263511,12.087775001418777,8.172654997906648
stage4_libero_goal_task1_seed7_n10,1,1,33,full,12,12,34.93596100452123,35.02444200421451,35.802630001853686,32.95827100373572
stage4_libero_goal_task1_seed7_n10,1,1,34,draft,0,0,10.743180995632429,10.867231991142035,12.140425998950377,8.111963994451798
stage4_libero_goal_task1_seed7_n10,1,1,35,full,12,12,34.8951509949984,34.98441098781768,35.897920999559574,32.881049999559764
stage4_libero_goal_task1_seed7_n10,1,1,36,draft,0,0,10.713320996728726,10.83882199600339,12.022934002743568,8.131015005346853
stage4_libero_goal_task1_seed7_n10,1,1,37,full,12,12,34.87542999937432,34.97212100046454,35.77814999880502,32.927381005720235
stage4_libero_goal_task1_seed7_n10,1,1,38,draft,0,0,10.589690005872399,10.7602510106517,11.924783000722528,8.125204003590625
stage4_libero_goal_task1_seed7_n10,1,1,39,full,12,12,35.23248399869772,35.3359860018827,36.12731299654115,33.17709299881244
stage4_libero_goal_task1_seed7_n10,1,1,40,draft,0,0,10.594409999612253,10.70356099808123,11.757770997064654,8.159395001712255
stage4_libero_goal_task1_seed7_n10,1,1,41,full,12,12,35.25993399671279,35.358415996597614,36.174283995933365,33.21130300173536
stage4_libero_goal_task1_seed7_n10,1,1,42,draft,0,0,10.656650003511459,10.782011006085668,11.880153004312888,8.149174005666282
stage4_libero_goal_task1_seed7_n10,1,1,43,full,12,12,34.84821999882115,34.938011995109264,35.717708997253794,32.87873000226682
stage4_libero_goal_task1_seed7_n10,1,2,0,full,12,12,34.36830500140786,34.461237002687994,35.625108001113404,32.56429699831642
stage4_libero_goal_task1_seed7_n10,1,2,1,draft,12,12,9.552779003570322,9.635089008952491,10.494617999938782,7.675499000470154
stage4_libero_goal_task1_seed7_n10,1,2,2,draft,12,12,9.405108001374174,9.485268004937097,10.346046998165548,7.62296899483772
stage4_libero_goal_task1_seed7_n10,1,2,3,draft,0,0,10.514888002944645,10.638409999955911,11.811582000518683,8.076824000454508
stage4_libero_goal_task1_seed7_n10,1,2,4,full,12,12,35.06429299886804,35.15573399636196,36.00200200162362,33.238354000786785
stage4_libero_goal_task1_seed7_n10,1,2,5,draft,12,12,10.608459000650328,10.731311005656607,11.827132002508733,8.125914006086532
stage4_libero_goal_task1_seed7_n10,1,2,6,draft,12,12,24.701985996216536,24.839456993504427,26.430174002598505,22.166249000292737
stage4_libero_goal_task1_seed7_n10,1,2,7,draft,0,0,10.522519005462527,10.646460003044922,11.969714003498666,8.082483996986412
stage4_libero_goal_task1_seed7_n10,1,2,8,full,12,12,35.09333300462458,35.190474009141326,36.075133000849746,32.9762010005652
stage4_libero_goal_task1_seed7_n10,1,3,0,full,12,12,35.67011899576755,35.796959993604105,37.556549003056716,33.133432996692136
stage4_libero_goal_task1_seed7_n10,1,3,1,draft,12,12,10.686050001822878,10.814291999849956,11.872752002091147,8.14317500044126
stage4_libero_goal_task1_seed7_n10,1,3,2,draft,12,12,10.559490001469385,10.68305000080727,12.027144002786372,8.112023999274243
stage4_libero_goal_task1_seed7_n10,1,3,3,draft,0,0,10.604310002236161,10.785981998196803,11.868172994581982,8.074393001152202
stage4_libero_goal_task1_seed7_n10,1,3,4,full,12,12,35.33378500287654,35.42555699823424,36.19700399576686,33.35005499684485
stage4_libero_goal_task1_seed7_n10,1,3,5,draft,12,12,10.711431001254823,10.845143006008584,12.241145996085834,8.186605002265424
stage4_libero_goal_task1_seed7_n10,1,3,6,draft,12,12,10.526288002438378,10.649668998667039,11.996444001852069,8.114573996863328
stage4_libero_goal_task1_seed7_n10,1,3,7,draft,12,12,10.524168996198568,10.647309994965326,11.862311999720987,8.07458300550934
stage4_libero_goal_task1_seed7_n10,1,3,8,draft,12,12,10.474718001205474,10.608210002828855,11.625540995737538,8.06014399859123
stage4_libero_goal_task1_seed7_n10,1,4,0,full,12,12,35.42503599601332,35.53281799395336,37.45957699720748,33.11204200144857
stage4_libero_goal_task1_seed7_n10,1,4,1,draft,12,12,10.019034001743421,10.12136501230998,11.086124999565072,7.897151001088787
stage4_libero_goal_task1_seed7_n10,1,4,2,draft,12,12,10.404617998574395,10.52594899374526,11.480697998194955,8.089923001534771
stage4_libero_goal_task1_seed7_n10,1,4,3,draft,0,0,10.4940590026672,10.617699997965246,12.09300499613164,8.068463997915387
stage4_libero_goal_task1_seed7_n10,1,4,4,full,12,12,35.2465449977899,35.34469499572879,36.14783399825683,33.40735499659786
stage4_libero_goal_task1_seed7_n10,1,4,5,draft,12,12,10.696789999201428,10.81936099944869,11.836003002827056,8.125884000037331
stage4_libero_goal_task1_seed7_n10,1,4,6,draft,12,12,10.44034799997462,10.567068995442241,11.93931300076656,8.059892999881413
stage4_libero_goal_task1_seed7_n10,1,4,7,draft,12,12,10.466707994055469,10.589418998279143,11.829441995359957,8.08801400125958
stage4_libero_goal_task1_seed7_n10,1,5,0,full,12,12,36.00574200390838,36.132853994786274,38.04381399822887,33.096452003519516
stage4_libero_goal_task1_seed7_n10,1,5,1,draft,12,12,10.699680002289824,10.823451993928757,11.921683995751664,8.14026399893919
stage4_libero_goal_task1_seed7_n10,1,5,2,draft,12,12,10.615239996695891,10.738892000517808,11.865091997606214,8.081714004219975
stage4_libero_goal_task1_seed7_n10,1,5,3,draft,0,0,10.610489996906836,10.734260999015532,11.781342000176664,8.071692995144986
stage4_libero_goal_task1_seed7_n10,1,5,4,full,12,12,34.8011599999154,34.88974100037012,35.66280900122365,32.839959996636026
stage4_libero_goal_task1_seed7_n10,1,5,5,draft,12,12,10.640669999702368,10.76163199468283,11.945703001401853,8.168944004864898
stage4_libero_goal_task1_seed7_n10,1,5,6,draft,12,12,10.532068998145405,10.706239998398814,11.869892005051952,8.090442999673542
stage4_libero_goal_task1_seed7_n10,1,5,7,draft,12,12,10.458827993716113,10.58132999605732,11.64009999774862,8.044573005463462
stage4_libero_goal_task1_seed7_n10,1,5,8,draft,0,0,10.61316000414081,10.737021002569236,12.260106996109243,8.056963000854012
stage4_libero_goal_task1_seed7_n10,1,5,9,full,12,12,41.42033800599165,41.51230000570649,42.29018699697917,39.53111900045769
stage4_libero_goal_task1_seed7_n10,1,6,0,full,12,12,35.74361000210047,35.87164101190865,37.82326100190403,33.27399399859132
stage4_libero_goal_task1_seed7_n10,1,6,1,draft,12,12,10.710590999224223,10.834302003786433,11.909393004316371,8.185825005057268
stage4_libero_goal_task1_seed7_n10,1,6,2,draft,12,12,10.493638998013921,10.67132099706214,11.7266320012277,8.111163995636161
stage4_libero_goal_task1_seed7_n10,1,6,3,draft,0,0,10.442367994983215,10.56798899662681,11.637121002422646,8.104823995381594
