condition,run_name,task_id,episode_idx,infer_id,route_type,accepted_prefix_len,chunk_exec_len,policy_time_gpu_sync_ms,policy_time_wall_ms,policy_time_ms,serve_time_ms,client_roundtrip_ms,sample_actions_ms,stage5_perturb_enabled,stage5_perturb_condition,stage5_perturb_target_key,stage5_perturb_applied,stage5_perturb_query_index,stage5_perturb_mode,stage5_perturb_period,source
wrist_zero_all,stage5_camera_dropout,0,0,32,full,12,12,32.918739001615904,32.918739001615904,34.69793800468324,34.788009004842024,35.436345999187324,32.918739001615904,True,wrist_zero_all,robot0_eye_in_hand_image,True,32,zero_all,1,/workspace/realtime_vla_flash_project/videos/stage5_camera_dropout/stage5_wrist_zero_all_task0_seed7_n5/episodes/task00_ep000_open_the_middle_drawer_of_the_cabinet_failure/infer.jsonl
wrist_zero_all,stage5_camera_dropout,0,0,33,draft,0,0,8.159024000633508,8.159024000633508,10.699840997403953,10.833172003913205,12.02879400079837,8.159024000633508,True,wrist_zero_all,robot0_eye_in_hand_image,True,33,zero_all,1,/workspace/realtime_vla_flash_project/videos/stage5_camera_dropout/stage5_wrist_zero_all_task0_seed7_n5/episodes/task00_ep000_open_the_middle_drawer_of_the_cabinet_failure/infer.jsonl
wrist_zero_all,stage5_camera_dropout,0,0,34,full,12,12,33.062520997191314,33.062520997191314,35.096791994874366,35.21370299131377,35.94310000335099,33.062520997191314,True,wrist_zero_all,robot0_eye_in_hand_image,True,34,zero_all,1,/workspace/realtime_vla_flash_project/videos/stage5_camera_dropout/stage5_wrist_zero_all_task0_seed7_n5/episodes/task00_ep000_open_the_middle_drawer_of_the_cabinet_failure/infer.jsonl
wrist_zero_all,stage5_camera_dropout,0,0,35,draft,0,0,8.339997002622113,8.339997002622113,11.361607997969259,11.503378991619684,12.796132003131788,8.339997002622113,True,wrist_zero_all,robot0_eye_in_hand_image,True,35,zero_all,1,/workspace/realtime_vla_flash_project/videos/stage5_camera_dropout/stage5_wrist_zero_all_task0_seed7_n5/episodes/task00_ep000_open_the_middle_drawer_of_the_cabinet_failure/infer.jsonl
wrist_zero_all,stage5_camera_dropout,0,0,36,full,12,12,33.53062599489931,33.53062599489931,36.07798199664103,36.180973998853005,37.04119300527964,33.53062599489931,True,wrist_zero_all,robot0_eye_in_hand_image,True,36,zero_all,1,/workspace/realtime_vla_flash_project/videos/stage5_camera_dropout/stage5_wrist_zero_all_task0_seed7_n5/episodes/task00_ep000_open_the_middle_drawer_of_the_cabinet_failure/infer.jsonl
wrist_zero_all,stage5_camera_dropout,0,0,37,draft,3,3,8.328976000484545,8.328976000484545,11.381388001609594,11.524548994202632,13.739501999225467,8.328976000484545,True,wrist_zero_all,robot0_eye_in_hand_image,True,37,zero_all,1,/workspace/realtime_vla_flash_project/videos/stage5_camera_dropout/stage5_wrist_zero_all_task0_seed7_n5/episodes/task00_ep000_open_the_middle_drawer_of_the_cabinet_failure/infer.jsonl
wrist_zero_all,stage5_camera_dropout,0,0,38,draft,3,3,8.189815001969691,8.189815001969691,10.81662200158462,10.951963005936705,12.007133998849895,8.189815001969691,True,wrist_zero_all,robot0_eye_in_hand_image,True,38,zero_all,1,/workspace/realtime_vla_flash_project/videos/stage5_camera_dropout/stage5_wrist_zero_all_task0_seed7_n5/episodes/task00_ep000_open_the_middle_drawer_of_the_cabinet_failure/infer.jsonl
wrist_zero_all,stage5_camera_dropout,0,0,39,draft,3,3,23.38481100014178,23.38481100014178,26.075829002365936,26.207100003375672,27.520424002432264,23.38481100014178,True,wrist_zero_all,robot0_eye_in_hand_image,True,39,zero_all,1,/workspace/realtime_vla_flash_project/videos/stage5_camera_dropout/stage5_wrist_zero_all_task0_seed7_n5/episodes/task00_ep000_open_the_middle_drawer_of_the_cabinet_failure/infer.jsonl
wrist_zero_all,stage5_camera_dropout,0,0,40,draft,0,0,8.13994399504736,8.13994399504736,10.737930002505891,10.877792003157083,12.057524007104803,8.13994399504736,True,wrist_zero_all,robot0_eye_in_hand_image,True,40,zero_all,1,/workspace/realtime_vla_flash_project/videos/stage5_camera_dropout/stage5_wrist_zero_all_task0_seed7_n5/episodes/task00_ep000_open_the_middle_drawer_of_the_cabinet_failure/infer.jsonl
wrist_zero_all,stage5_camera_dropout,0,0,41,full,12,12,33.08255100273527,33.08255100273527,34.97000999777811,35.06022199144354,35.73789799702354,33.08255100273527,True,wrist_zero_all,robot0_eye_in_hand_image,True,41,zero_all,1,/workspace/realtime_vla_flash_project/videos/stage5_camera_dropout/stage5_wrist_zero_all_task0_seed7_n5/episodes/task00_ep000_open_the_middle_drawer_of_the_cabinet_failure/infer.jsonl
