timestamp,index,name,memory.used,memory.total,utilization.gpu,utilization.memory,power.draw
2026/06/16 04:02:02.484, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:03.575, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:04.654, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:05.710, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:06.817, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:07.859, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:08.942, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:09.988, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:11.057, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:12.131, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:13.170, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:14.208, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:15.285, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:16.352, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:17.396, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:18.465, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:19.546, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:20.605, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:21.658, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:22.712, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:23.805, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:24.854, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:25.896, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:26.938, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:27.991, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:29.044, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:30.087, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:31.127, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:32.196, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:33.246, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:34.290, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.01
2026/06/16 04:02:35.372, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.01
2026/06/16 04:02:36.430, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:37.469, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.96
2026/06/16 04:02:38.517, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.01
2026/06/16 04:02:39.589, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:40.646, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:41.700, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:42.751, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:43.800, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:44.848, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.01
2026/06/16 04:02:45.889, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.01
2026/06/16 04:02:46.955, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:48.012, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:49.076, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:02:50.114, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
