timestamp,index,name,memory.used,memory.total,utilization.gpu,utilization.memory,power.draw
2026/06/16 03:00:39.452, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:00:40.505, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:00:41.542, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:00:42.575, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:00:43.642, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:00:44.690, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:00:45.742, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:00:46.786, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.77
2026/06/16 03:00:47.841, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:00:48.884, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:00:49.948, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:00:51.001, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:00:52.049, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:00:53.088, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:00:54.131, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:00:55.182, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:00:56.230, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:00:57.294, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:00:58.352, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:00:59.392, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:01:00.462, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:01:01.513, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:01:02.556, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:01:03.592, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:01:04.640, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:01:05.697, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:01:06.749, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:01:07.798, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:01:08.843, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:01:10.111, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:01:11.159, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
2026/06/16 03:01:12.197, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.82
