timestamp,index,name,memory.used,memory.total,utilization.gpu,utilization.memory,power.draw
2026/06/16 04:45:44.772, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.30
2026/06/16 04:45:45.830, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.30
2026/06/16 04:45:46.902, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.30
2026/06/16 04:45:47.957, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.30
2026/06/16 04:45:49.048, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.30
2026/06/16 04:45:50.088, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.30
2026/06/16 04:45:51.221, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.30
2026/06/16 04:45:52.300, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.30
2026/06/16 04:45:53.371, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.30
2026/06/16 04:45:54.432, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.18
2026/06/16 04:45:55.477, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:45:56.536, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:45:57.601, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:45:58.646, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.18
2026/06/16 04:45:59.687, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.18
2026/06/16 04:46:00.963, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.30
2026/06/16 04:46:02.002, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.18
2026/06/16 04:46:03.063, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:04.114, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:05.149, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:06.193, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:07.268, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:08.335, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.18
2026/06/16 04:46:09.438, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.18
2026/06/16 04:46:10.482, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:11.557, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:12.653, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:13.693, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:14.747, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:15.815, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:16.882, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:17.941, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.18
2026/06/16 04:46:18.981, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.30
2026/06/16 04:46:20.029, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.18
2026/06/16 04:46:21.067, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:22.158, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:23.283, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:24.343, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:25.392, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:26.449, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:27.498, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:28.537, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:29.623, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:30.697, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:31.767, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:32.809, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:33.875, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:34.948, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:36.027, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:37.087, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:38.162, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:39.218, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:40.274, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:41.361, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:42.427, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:43.503, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:44.575, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:45.644, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:46.686, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:47.733, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:48.804, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:49.851, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:50.904, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:51.995, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:53.048, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:54.140, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:55.224, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:56.279, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:57.349, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:58.392, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:46:59.451, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:00.497, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.01
2026/06/16 04:47:01.560, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.01
2026/06/16 04:47:02.613, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:03.651, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:04.694, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:05.801, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.96
2026/06/16 04:47:06.865, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.01
2026/06/16 04:47:07.954, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:09.007, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:10.072, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:11.169, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.01
2026/06/16 04:47:12.230, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.01
2026/06/16 04:47:13.273, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:14.369, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:15.430, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:16.477, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:17.536, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:18.616, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:19.683, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:20.764, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:21.860, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:22.934, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:23.984, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:25.048, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:26.133, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:27.181, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:28.267, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:29.326, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:30.374, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:31.438, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.94
2026/06/16 04:47:32.528, 0, NVIDIA L40S, 0, 46068, 0, 0, 36.94
2026/06/16 04:47:33.610, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.01
2026/06/16 04:47:34.721, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.01
2026/06/16 04:47:35.836, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:36.879, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:37.928, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:39.027, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:40.095, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:41.142, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
2026/06/16 04:47:42.195, 0, NVIDIA L40S, 0, 46068, 0, 0, 37.06
